title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
Gatsby JS: Build PWA Blog With GraphQL And React + WordPress,4.299872,230,43,2020-04-03,4.0,8759,Create Gatsby JS Progressive Web App With GraphQL And React + WordPress & Add Jam Stack To Your Skills,"React, GraphQL, WordPress",1855
Learn Mobile App Development with .NET MAUI,4.1372833,230,73,2022-11-18,4.0,2036,Build Native Cross Platforms Real World Mobile Applications with .NET MAUI,.NET,896
Firebase Firestore for iOS,4.168252,229,27,2018-09-04,6.0,1126,"Learn all about the brand new Firestore, a NoSQL document based technology",Firebase,2432
Gutenberg Block Development for WordPress,4.623453,229,22,2018-09-24,2.0,1283,Learn how to build with the new JavaScript driven editor for WordPress,WordPress,2412
The Complete Modern Javascript Course with ES6,4.9157343,228,302,2022-11-30,37.0,1970,"This is the Most Comprehensive JS course on the market! Covers ES6, OOP, Hoisting, Closures, and more!",JavaScript,884
Applied Machine Learning in R,4.664266,228,80,2020-12-08,8.0,24121,Get the essential machine learning skills and use them in real life situations,Machine Learning,1606
Automated Multiple Face Recognition AI Using Python,3.0154984,228,10,2019-11-11,2.0,19690,"Learn about OpenCv Basics, Face Recognition in an image, Automation of Face Recognition System using User Inputs",Python,1999
Writing Secure PHP Code - PHP Security Tutorial,3.9489436,228,43,2017-01-09,45.0,4770,Create secure PHP code and prevent attacks and exploits in your code - This is an Essential course for all developers,PHP,3035
Django with GraphQL,4.5854573,228,32,2019-08-20,4.0,2056,Integrating GraphQL API with Django Framework,"Django, GraphQL",2082
"Full React Js Course: React JS, Redux, Hooks and Context",4.3237357,228,111,2023-02-01,13.0,1029,"All React JS concepts are in this course. Learn ReactJS, Redux, Hooks and Context. You will love this All in One course",React,821
React.JS Crash Course: The Complete Course for Beginners,3.8390098,229,25,2022-07-16,2.0,77743,"Create web apps that are robust, quick, user-friendly, and responsive.",React,1021
Beginners Introduction to Web Development,3.9067445,227,19,2019-11-13,15.0,28695,"Overview about creating content online, how websites work and top resources to use to create web content",Web Development,1997
Mastering critical SKILLS for Coding Interviews C++: Part 1,4.9157424,227,145,2022-09-08,18.0,2596,Data Structures Part: Solving the MOST FREQUENT FAANG interview problems from LeetCode,C++,967
Using Advanced iOS Frameworks and Techniques with Swift 3,4.285481,227,39,2016-10-14,55.0,1808,Learn and Master the Coolest iOS Frameworks and Techniques by Example,Swift,3122
Learn Object Oriented Programming PHP fundamentals bootcamp,3.5578601,226,17,2019-11-19,15.0,24484,Object Oriented Programming in PHP tutorial learn how to use the fundamental building to create amazing applications,PHP,1991
The Complete Intro to Machine Learning,3.6389623,226,30,2023-02-05,5.0,27471,"Hands-on ML with Python, Pandas, Regression, Decision Trees, Neural Networks, and more!",Machine Learning,817
VanillaCartJS - ES6 JavaScript Shopping Cart,4.6666,226,10,2018-07-12,25.0,7479,Create A Real World Shopping Cart Project And Learn JavaScript ES6 Along The Way,JavaScript,2486
Learn To Create A Racing Game With Unity & C#,4.6230993,226,73,2020-07-27,95.0,1997,Game development made easy. Learn C# with Unity and create your very own racing game.,C#,1740
Django Tutorial: Build Your First App Fast & Free!,4.380513,226,27,2015-11-25,25.0,5340,Enroll in this free step-by-step walkthrough of the official Django tutorial (in python). Additional content included.,Django,3446
"Angular, Ionic & Node: Build A Real Web & Mobile Chat App",4.503491,226,416,2018-12-01,37.0,1324,Learn to connect your Angular and Ionic Frontend to a NodeJS & MongoDB backend by building a real web & mobile chat app,Angular,2344
FastAPI Full Stack Web Development (API + Webapp),4.33667,225,58,2021-11-09,7.0,3750,Experience building high-performance APIs with Industry-standard best practices. It's gonna be hard but worth it.,"FastAPI, Web Development",1270
Get into DevOps: Best Practices for Docker with Jenkins,4.238441,225,40,2020-05-20,2.0,2145,Learn to build a fully automated Continuous Integration pipeline for your application using Docker and Jenkins.,Docker,1808
R for Data Science: Learn R Programming in 2 Hours,4.6867127,225,35,2022-02-03,2.0,3914,Enter the world of R Programming: Everything you need to get started with R and Data Science in just 2 HOURS!,Data Science,1184
JavaScript DOM Create Interactive Dynamic Web Pages,4.81467,225,98,2023-02-11,18.0,11002,Learn how to make webpages Dynamic and Interactive using JavaScript to influence and manipulate page elements,JavaScript,811
Wordpress Backup & Restore,4.610052,225,18,2019-03-12,15.0,2303,"Learn how to backup your Wordpress website & then use those backups to restore your website, even after server failure.",WordPress,2243
Complete React Ultimate Guide | eCommerce | Hooks | Redux,4.386041,225,212,2023-01-31,39.0,4712,Learn by Doing | eCommerce | React Projects | Redux | JavaScript | React for Busy Developers | Router | Redux Toolkit,React,822
Database modeling with golang & postgresql,3.673314,225,13,2018-04-12,25.0,15213,Learn how to do all DBMS directly from golang to postgresql.,PostgreSQL,2577
Learn Python Requests,4.4100504,225,27,2019-07-25,25.0,5432,Learn to interact with third-party APIs to make your Python apps even more powerful,Python,2108
Starting 2D Game Development in Unity with C#,3.8771515,225,41,2017-11-25,4.0,9851,Begin your Game Development Journey,C#,2715
A/B Testing in Python,3.8644893,224,27,2022-04-20,3.0,2906,"Learn How To Define, Start, And Analyze The Results Of An A/B Test. Improve Business Performance Through A/B Testing",Python,1108
Complete Selenium Ruby Automation Engineer Bootcamp,3.8380265,224,98,2020-04-19,14.0,1981,Complete Automation Engineer Training from Scratch. Go From Zero to Hero.  Enhance your Career as an Automation Engineer,Ruby,1839
Spring Boot Microservices with JPA,4.035199,224,64,2017-11-23,45.0,921,Learn how to develop Java Rest microservices implementing JPA (Java Persistence Api) and MVC Pattern with Spring MVC.,Spring Boot,2717
Visual Basic .NET Tutorial for Beginners Make App That Sells,3.8610349,223,68,2015-09-05,85.0,2017,"Learning Visual Basic .NET - A Guide To VB  .NET Programming. Develop Your Own Apps , sell online, and earn money.",.NET,3527
Get your Java dream job! Beginners interview preparation,4.8184314,223,85,2021-09-19,65.0,4305,"Learn Java Fundamentals, Object Oriented, Arrays, Collections, Maps and Solve puzzles to win Java interview questions!",Java,1321
LEARNING PATH: Python: Functional Programming with Python,4.1916504,223,45,2019-05-31,55.0,1999,Perceive functional programming with Python to efficiently solve real-world problems,Python,2163
New to Python Automation ? Step by Step Python 4 Tester-2023,3.722086,223,137,2023-01-25,115.0,1930,Step by Step Python | Excel Handling | Pytest Framework | Web Scrapping | Test Data Generation,Python,828
"Start with TALL: Use Tailwind, Alpine, Laravel & Livewire",4.608666,222,30,2022-11-20,45.0,1470,"Build a dynamic and reactive subscribers system, using the best frameworks and libraries for CSS, JavaScript, and PHP.",Laravel,894
Learn C# From Scratch with Real Applications,4.5116563,222,53,2018-06-14,9.0,4293,Learn to code in Visual Studio C# from scratch. I have provided HD video lectures and many real C# Applications,C#,2514
Master the Python interview (special banks & startups),4.3144383,221,35,2017-01-23,3.0,2986,Ace your interview questions and get hired as a professional Python developer in prestigious companies!,Python,3021
RPG Shops & Abilities:  Intermediate C# Game Coding,4.796873,221,95,2022-07-26,19.0,9960,"Implement Shop Systems, Special Abilities, distributable Trait Points and polish your finished RPG!",C#,1011
Become a MEAN Stack Developer: MongoDB; Express;Angular;Node,3.663779,221,84,2021-06-09,9.0,24651,Create a MEAN Stack Application step by step from scratch,"Angular, MongoDB",1423
JavaScript Basics Web Development Building Blocks,4.5473003,221,18,2023-01-25,2.0,17827,JavaScript Course for everyone who wants to learn more about using JavaScript Dynamic interactive pages with JavaScript,"JavaScript, Web Development",828
"From 0 to 1: Learn Java Programming -Live Free,Learn To Code",4.2111125,221,84,2016-02-15,17.0,4734,An accessible yet serious guide to Java programming for everyone,Java,3364
PHP & MySQL For Beginners,3.7475324,221,118,2017-10-15,75.0,15520,This course contains all of topics about PHP and MYSQL. Let's start and code web sites,"PHP, MySQL",2756
React Native Made Easy,4.4063764,221,62,2021-08-15,95.0,20909,Master React Native Fundamentals Using The Latest Javascript Features.,React,1356
Learn the Advanced Professional Python Programming,4.9091983,221,94,2021-02-07,21.0,1174,Learn to make Real time Advance Level Applications using Advance Level Concepts in Python,Python,1545
Ubuntu Linux on Windows With VirtualBox For Web Development,4.5569415,220,14,2021-11-22,1.0,3609,Running Ubuntu Linux on a Windows Computer Is A Breeze With This Course!,"Linux, Web Development",1257
SQL/ETL Developer - T-SQL/Stored Procedures/ETL/SSIS,3.4940248,220,72,2022-12-14,65.0,4110,Develop an ETL solution using SSIS,SQL,870
Master Java Reactive Programming with RxJava 2,3.887713,220,78,2018-10-13,3.0,5380,Discover one of the most trending paradigms in programming world: Reactive Programming with RxJava,Java,2393
Modern C++ Memory Management: Learn to write good code fast,4.321268,220,20,2016-12-10,2.0,2251,Using the power of C++11 to efficiently write reliable software,C++,3065
Building Websites JavaScript and the DOM,3.688268,220,38,2022-03-18,35.0,39113,"Learn how to create interactive, dynamic effects on your website with JavaScript using the DOM",JavaScript,1141
Learn C++  from scratch,4.228581,220,50,2021-06-10,5.0,24838,Practical Hands -on Introduction to C++,C++,1422
The Complete Docker Bootcamp for Web Developers (2022 ready),3.9822183,219,36,2022-01-03,35.0,15945,Learn to containerize applications -  With Hands-On Exercises for beginners. Dockerize WordPress and Laravel by example,Docker,1215
javascript Complete Real time - Essential Course 2022,4.4057913,219,62,2020-05-14,10.0,44793,"Take a deep dive into JavaScript, a Must-Know Language in Web Development, with a Hands-on.",JavaScript,1814
2023-Learn JavaScript Programming in 7 Days,4.244905,219,72,2022-12-25,65.0,66786,Complete JS Bootcamp | JavaScript Programming in 7 DAYS| Learn JavaScritp for Web Development | Foundation for React,JavaScript,859
Learn Vue 1 JS introduction to simple reactive JavaScript,4.098228,219,30,2019-11-18,15.0,32076,Starting point introduction to Vuejs and how to use Vuejs to create interactive dynamic content via JavaScript and Vuejs,JavaScript,1992
Unity Game Development : Build 5 Games With Unity & C#,4.786885,218,121,2023-01-04,225.0,1837,Learn Unity Game Development & C# Scripting. Build 5 Complete 2D & 3D Games with Unity & C#.,C#,849
Hands-On React. Build advanced React JS Frontend with expert,4.2391005,218,102,2022-09-07,175.0,59017,Practical React with Typescript and Testing Library. React and Storybook. TDD with React Hooks and React + Redux Toolkit,React,968
Learn Python from Basics to Production,4.7756395,217,90,2020-12-18,55.0,28179,Learn Python from scratch. Completely hands on coding course. Basics to Advance.,Python,1596
Android Machine Learning with TensorFlow lite in Java/Kotlin,3.4674246,217,80,2023-02-06,55.0,25442,Build 10+ Machine Learning Powered Android Apps | Train ML Models for Android | Use ML Models in Android App Development,"Java, Kotlin, Machine Learning",816
Learn SQL Reporting Services Beginning Report Training,4.34177,217,45,2020-12-09,65.0,1997,"Beginner's Report Authoring. Create Lists, Reports, Charts, Bubble Maps, Invoices and more. No prior knowledge needed.",SQL,1605
Introduction to T-SQL for Data Analysts,4.024987,217,6,2014-09-04,1.0,1836,"In 60 minutes, learn 30 of the most important Transact-SQL (T-SQL)  tasks that data analysts need to perform",SQL,3893
Learn Advanced Python Programming,4.8930736,217,111,2021-05-21,24.0,4159,Advanced Python,Python,1442
Learn Oracle SQL,4.225697,217,81,2017-10-31,25.0,8724,Your first step to become an Oracle SQL Developer,SQL,2740
45 Real World Java Development Projects Bootcamp Course 2022,3.5594857,217,397,2022-09-06,755.0,6732,"Java Programming Course: Learn Development Of JAVA Projects Using JSP,JDBC, Servlets, Swing, Spring Boot,Maven,Hibernate",Java,969
Crash Course - Learn to Create a PHP MVC Framework,4.1315165,216,12,2018-06-04,1.0,1767,Learn to create a PHP MVC Framework from scratch with Edwin Diaz,PHP,2524
"The Road To Dynamic Programming: Java, JavaScript, & Python",4.319454,216,42,2021-11-20,55.0,23651,"Recursion, Memoization, and Tabulation in Dynamic Programming","Python, JavaScript",1259
Complete PHP MVC tutorial. Create your own PHP MVC framework,3.958928,216,16,2015-04-28,2.0,833,Create your own PHP MVC framework and CMS step by step. Learn in which way popular PHP frameworks work.,PHP,3657
Data Science Mega-Course: #Build {120-Projects In 120-Days},4.294432,215,800,2022-09-06,1325.0,5724,"Build & Deploy Data Science, Machine Learning, Deep Learning (Python, Flask, Django, AWS, Azure, GCP, Heruko Cloud)",Data Science,969
Python 101: Python for absolute beginners,4.3361683,215,33,2021-01-15,3.0,15163,Learn Python programming even if you've never coded before,Python,1568
Building Database Web App PHP | OOP | PDO | AJAX | MySQL,4.1217747,215,76,2016-08-02,19.0,1176,"A complete solution to learning and building a fully functional Web Application Using PHP, OOP, PDO, Bootstrap and AJAX","PHP, MySQL",3195
jQuery Masterclass Course: JavaScript and AJAX Coding Bible,3.677555,214,97,2018-12-19,5.0,28588,"jQuery is a very powerful framework. Used by all the big companies, Microsoft, Apple, Google etc. It is cross-platform.",JavaScript,2326
Microsoft Azure Cognitive Services Crash Course,4.397983,214,56,2022-01-10,5.0,10723,"Build Smart Applications in Minutes with Azure Cognitive Vision, Language, Speech, Decision and Search services",Azure,1208
Build Library Management System | Python & PyQt5,4.5047765,214,40,2020-04-02,65.0,17784,"Build Library Management System With Python & PyQt5 & MySQL , Generating Excel Reports , Users , App Themes",Python,1856
